id,score,survey_date
35708975076,3,05-03-2019 00:00
35709986896,1,05/14/2019 12:00:00 AM
35711125816,3,05-02-2019 00:00
35715222932,2,05/22/2019 12:00:00 AM
35715230762,3,05-06-2019 00:00
35716456262,3,05/13/2019 12:00:00 AM
36304700006,1,05-02-2019 00:00
36305507072,2,05/31/2019 12:00:00 AM
36305789018,3,05/27/2019 12:00:00 AM
36305834190,3,05-06-2019 00:00
36305954194,3,05/20/2019 12:00:00 AM
36310828692,3,05/15/2019 12:00:00 AM
36312032030,3,05-07-2019 00:00
36312628904,2,05/13/2019 12:00:00 AM
36314320616,3,05/21/2019 12:00:00 AM
36314322848,1,05/14/2019 12:00:00 AM
36314434528,3,05/20/2019 12:00:00 AM
36314855830,3,05/23/2019 12:00:00 AM
36316425842,1,05-02-2019 00:00
36316428778,2,05-07-2019 00:00
36317424248,3,05-07-2019 00:00
36319475384,3,05-02-2019 00:00
36319880394,3,05-07-2019 00:00
36319884180,2,05/14/2019 12:00:00 AM
36564165936,3,05-06-2019 00:00
36564168890,2,05-03-2019 00:00
36565397900,3,05/20/2019 12:00:00 AM
36565686070,3,05-07-2019 00:00
36572412580,1,05/15/2019 12:00:00 AM
36573827854,3,05/24/2019 12:00:00 AM
36573834994,3,05/14/2019 12:00:00 AM
36574722326,3,05/17/2019 12:00:00 AM
36575480512,3,05/13/2019 12:00:00 AM
36575482738,3,05/25/2019 12:00:00 AM
36575504016,3,05/17/2019 12:00:00 AM
36575543496,3,05/20/2019 12:00:00 AM
36575560980,3,05-06-2019 00:00
36575562426,3,05-07-2019 00:00
36575574120,3,05/21/2019 12:00:00 AM
36575577282,3,05-07-2019 00:00
36575581608,3,05-09-2019 00:00
37304199806,1,05-10-2019 00:00
37304466788,1,05-12-2019 00:00
37305087824,3,05/20/2019 12:00:00 AM
37305088832,1,05-03-2019 00:00
37305090524,1,05-06-2019 00:00
37305138698,3,05-02-2019 00:00
37305151456,2,05/20/2019 12:00:00 AM
37305921206,2,05/13/2019 12:00:00 AM
37306014480,3,05/20/2019 12:00:00 AM
37306083020,2,05-09-2019 00:00
37307272300,3,05-02-2019 00:00
37308298044,1,05-10-2019 00:00
37308753068,3,05-10-2019 00:00
37313080640,3,05-07-2019 00:00
37313190472,2,05/20/2019 12:00:00 AM
37313210836,3,05-10-2019 00:00
37313216510,3,05/16/2019 12:00:00 AM
37313238830,2,05/16/2019 12:00:00 AM
37313613222,2,05/21/2019 12:00:00 AM
37313616924,3,05/20/2019 12:00:00 AM
37314114314,3,05-06-2019 00:00
37314115564,3,05/22/2019 12:00:00 AM
37314115830,3,05-06-2019 00:00
37316133938,3,05/21/2019 12:00:00 AM
37316138178,2,05/20/2019 12:00:00 AM
37316185070,2,05-08-2019 00:00
37319662050,2,05-07-2019 00:00
38204987260,3,05/22/2019 12:00:00 AM
38205780976,3,05/28/2019 12:00:00 AM
38206801170,2,05-02-2019 00:00
38207171184,3,05/21/2019 12:00:00 AM
38207505810,2,05/28/2019 12:00:00 AM
38207715328,3,05-06-2019 00:00
38208854968,3,05-07-2019 00:00
38208966726,1,05-08-2019 00:00
38209408672,1,05-09-2019 00:00
38209433770,3,05/23/2019 12:00:00 AM
38210814494,3,05-07-2019 00:00
38214813152,1,05/14/2019 12:00:00 AM
38216805272,2,05/27/2019 12:00:00 AM
38219815900,1,05/13/2019 12:00:00 AM
38364289244,1,05-09-2019 00:00
38364881740,3,05/29/2019 12:00:00 AM
38365546830,3,05-05-2019 00:00
38367465108,3,05/24/2019 12:00:00 AM
38368584778,2,05-03-2019 00:00
38368811162,3,05/23/2019 12:00:00 AM
38368964842,1,05/28/2019 12:00:00 AM
38369406626,2,05-09-2019 00:00
38370425686,3,05/22/2019 12:00:00 AM
38372726584,3,05/28/2019 12:00:00 AM
38372748750,3,05-02-2019 00:00
38372764250,2,05/22/2019 12:00:00 AM
38372769956,3,05/13/2019 12:00:00 AM
38372779942,3,05-06-2019 00:00
38372781716,3,05-07-2019 00:00
38372791776,3,05/23/2019 12:00:00 AM
38373904196,3,05-08-2019 00:00
38373919152,2,05/17/2019 12:00:00 AM
38373943916,3,05-04-2019 00:00
38373944782,3,05-08-2019 00:00
38373959872,3,05/24/2019 12:00:00 AM
38373962072,1,05-06-2019 00:00
38374487906,2,05-08-2019 00:00
38374703784,3,05/30/2019 12:00:00 AM
38376918432,1,05-12-2019 00:00
38378138864,3,05-08-2019 00:00
38379564112,3,05/20/2019 12:00:00 AM
38385772146,3,05/17/2019 12:00:00 AM
38389904396,3,05/22/2019 12:00:00 AM
38389955686,1,05/22/2019 12:00:00 AM
38404159238,1,05-06-2019 00:00
38404209474,1,05/23/2019 12:00:00 AM
38405305074,3,05-07-2019 00:00
38405928868,3,05/22/2019 12:00:00 AM
38407203420,3,05-03-2019 00:00
38407241290,1,05/17/2019 12:00:00 AM
38407335104,3,05/19/2019 12:00:00 AM
38408404218,3,05/22/2019 12:00:00 AM
38409407104,3,05-08-2019 00:00
38410706044,3,05/25/2019 12:00:00 AM
38411198124,3,05/23/2019 12:00:00 AM
38416210542,3,05-07-2019 00:00
38417162080,3,05/22/2019 12:00:00 AM
38417163420,3,05/22/2019 12:00:00 AM
38417211822,3,05/13/2019 12:00:00 AM
38418081004,3,05-07-2019 00:00
38418938598,2,05-06-2019 00:00
38419210946,3,05-08-2019 00:00
38419217906,3,05/21/2019 12:00:00 AM
38419765744,2,05/17/2019 12:00:00 AM
38626711226,1,05-02-2019 00:00
38627945816,3,05-09-2019 00:00
38630883600,3,05-02-2019 00:00
38634080634,1,05/17/2019 12:00:00 AM
24144251110,2,05-08-2019 00:00
24144255198,3,05/13/2019 12:00:00 AM
24144303786,1,05/17/2019 12:00:00 AM
24144314866,3,05-10-2019 00:00
24144319988,3,05/19/2019 12:00:00 AM
24144819922,2,05/13/2019 12:00:00 AM
24144964342,3,05/22/2019 12:00:00 AM
24145322826,2,05/24/2019 12:00:00 AM
24145434456,2,05/14/2019 12:00:00 AM
24146328786,1,05/15/2019 12:00:00 AM
24146339358,3,05/15/2019 12:00:00 AM
24146899788,3,05-06-2019 00:00
24147005844,3,05-02-2019 00:00
24147606868,1,05-02-2019 00:00
24147980048,2,05-02-2019 00:00
24148331954,3,05-06-2019 00:00
24148332362,2,05-07-2019 00:00
24148334094,3,05/23/2019 12:00:00 AM
24148824676,2,05-03-2019 00:00
24148831312,3,05-07-2019 00:00
24149172172,3,05-07-2019 00:00
24149231572,3,05-08-2019 00:00
24149251402,3,05-08-2019 00:00
24149709122,3,05-03-2019 00:00
24149822834,2,05/24/2019 12:00:00 AM
24150300716,3,05/21/2019 12:00:00 AM
24150857786,3,05-10-2019 00:00
24151033640,1,05/23/2019 12:00:00 AM
24151537000,3,05-04-2019 00:00
24151558234,3,05/15/2019 12:00:00 AM
24151847854,2,05/14/2019 12:00:00 AM
24151938788,2,05-08-2019 00:00
24151977312,3,05/28/2019 12:00:00 AM
24152311188,3,05-09-2019 00:00
24152646072,3,05-07-2019 00:00
24153883026,2,05/24/2019 12:00:00 AM
24154270580,2,05/15/2019 12:00:00 AM
24154801420,3,05-02-2019 00:00
24154810538,3,05/24/2019 12:00:00 AM
24154903638,2,05-08-2019 00:00
24154936822,3,05-07-2019 00:00
24154937216,3,05-10-2019 00:00
24154999410,3,05-06-2019 00:00
24155098030,3,05/20/2019 12:00:00 AM
24157542102,3,05/13/2019 12:00:00 AM
24157806184,2,05-06-2019 00:00
24158881486,3,05-07-2019 00:00
24158898962,3,05/20/2019 12:00:00 AM
24159512194,1,05-07-2019 00:00
24159826656,2,05-08-2019 00:00
24159836568,3,05-10-2019 00:00
24344623804,2,05-02-2019 00:00
24344845938,3,05/14/2019 12:00:00 AM
24344853318,3,05/27/2019 12:00:00 AM
24344965886,3,05/20/2019 12:00:00 AM
24344967834,2,05-07-2019 00:00
24344969002,2,05/20/2019 12:00:00 AM
24347142034,2,05/24/2019 12:00:00 AM
24348601950,1,05-06-2019 00:00
24348606040,3,05-07-2019 00:00
24348606874,3,05-10-2019 00:00
24348618154,1,05-07-2019 00:00
24348811672,3,05/20/2019 12:00:00 AM
24348814222,3,05-07-2019 00:00
24348814670,3,05/13/2019 12:00:00 AM
24348819518,2,05/20/2019 12:00:00 AM
24349827506,3,05-07-2019 00:00
24352342754,3,05/15/2019 12:00:00 AM
24352359738,3,05-07-2019 00:00
24353060986,2,05/20/2019 12:00:00 AM
25044183070,2,05/22/2019 12:00:00 AM
25044265506,3,05/13/2019 12:00:00 AM
25044266142,3,05-03-2019 00:00
25044350726,3,05/14/2019 12:00:00 AM
25044353080,3,05-03-2019 00:00
25044358954,3,05/13/2019 12:00:00 AM
25044558196,3,05/14/2019 12:00:00 AM
25044582248,3,05/22/2019 12:00:00 AM
25044735374,2,05/24/2019 12:00:00 AM
25045390574,1,05/21/2019 12:00:00 AM
25045720446,3,05-07-2019 00:00
25045758472,3,05/13/2019 12:00:00 AM
25046509686,2,05-07-2019 00:00
25046844384,3,05-06-2019 00:00
25047888098,1,05-03-2019 00:00
25048046412,3,05-09-2019 00:00
25048055386,3,05/15/2019 12:00:00 AM
25050534872,2,05-03-2019 00:00
25050625386,3,05/28/2019 12:00:00 AM
25050880330,3,05-07-2019 00:00
25051204826,3,05-02-2019 00:00
25051219030,3,05-07-2019 00:00
25051342986,3,05/14/2019 12:00:00 AM
25051567864,3,05-06-2019 00:00
25052490334,2,05-08-2019 00:00
25053421712,1,05/28/2019 12:00:00 AM
25053504332,1,05/27/2019 12:00:00 AM
25053567074,3,05/20/2019 12:00:00 AM
25054289646,3,05/21/2019 12:00:00 AM
25054344102,3,05-06-2019 00:00
25055505894,3,05/13/2019 12:00:00 AM
25056299078,1,05-07-2019 00:00
25057661494,3,05/20/2019 12:00:00 AM
25057669828,3,05/20/2019 12:00:00 AM
25057672272,3,05/14/2019 12:00:00 AM
25057676780,3,05-06-2019 00:00
25058807016,3,05-09-2019 00:00
25058877866,3,05/23/2019 12:00:00 AM
25244058204,2,05/22/2019 12:00:00 AM
25247834074,3,05/22/2019 12:00:00 AM
25248481280,3,05/20/2019 12:00:00 AM
25249413444,3,05-08-2019 00:00
25254882774,3,05/16/2019 12:00:00 AM
25257616366,3,05-07-2019 00:00
25258472088,2,05-08-2019 00:00
25524740630,3,05-09-2019 00:00
25526801486,3,05-02-2019 00:00
25527163306,3,05/27/2019 12:00:00 AM
25532406594,3,05/16/2019 12:00:00 AM
26032322322,1,05/14/2019 12:00:00 AM
26032336842,3,05-08-2019 00:00
26034144502,3,05/18/2019 12:00:00 AM
26034157940,3,05/31/2019 12:00:00 AM
26084335990,3,05/26/2019 12:00:00 AM
26085155208,2,05/15/2019 12:00:00 AM
26086382482,3,05-02-2019 00:00
26087196182,3,05-02-2019 00:00
26087196344,3,05/16/2019 12:00:00 AM
26091464258,1,05-07-2019 00:00
26091514108,3,05-03-2019 00:00
26092248492,3,05/21/2019 12:00:00 AM
26092291308,3,05/28/2019 12:00:00 AM
26092382150,1,05-02-2019 00:00
26092435218,3,05/17/2019 12:00:00 AM
26092531402,3,05/29/2019 12:00:00 AM
26092936526,1,05-10-2019 00:00
26093359668,3,05-06-2019 00:00
26093423420,2,05/16/2019 12:00:00 AM
26093444878,3,05-07-2019 00:00
26093545906,3,05/14/2019 12:00:00 AM
26093557022,3,05/14/2019 12:00:00 AM
26093888628,2,05-08-2019 00:00
26096264342,3,05/24/2019 12:00:00 AM
26098135120,3,05/29/2019 12:00:00 AM
26098138562,3,05/16/2019 12:00:00 AM
26098420858,3,05-02-2019 00:00
26098422480,3,05/16/2019 12:00:00 AM
26164663988,2,05/15/2019 12:00:00 AM
26164675464,3,05-09-2019 00:00
26165873294,3,05-07-2019 00:00
26166500534,3,05-02-2019 00:00
26169400440,1,05/20/2019 12:00:00 AM
26170788294,3,05-07-2019 00:00
26174740748,2,05/13/2019 12:00:00 AM
26175018114,3,05/19/2019 12:00:00 AM
26175096130,3,05/23/2019 12:00:00 AM
26177007582,2,05/22/2019 12:00:00 AM
26179980572,1,05-07-2019 00:00
26184435486,2,05-07-2019 00:00
26184493656,1,05-07-2019 00:00
26184635412,2,05-02-2019 00:00
26185025938,3,05-06-2019 00:00
26185359754,2,05-08-2019 00:00
26186665242,3,05-02-2019 00:00
26186675604,1,05/23/2019 12:00:00 AM
26186742964,3,05-06-2019 00:00
26186754830,1,05-02-2019 00:00
26186755428,3,05-07-2019 00:00
26187212208,2,05/16/2019 12:00:00 AM
26187373528,3,05/16/2019 12:00:00 AM
26187435604,3,05/25/2019 12:00:00 AM
26188540200,1,05-09-2019 00:00
26191464846,3,05-09-2019 00:00
26192403658,2,05/13/2019 12:00:00 AM
26192708110,3,05/29/2019 12:00:00 AM
26192711150,3,05-10-2019 00:00
26192715672,2,05/15/2019 12:00:00 AM
26192849046,1,05-02-2019 00:00
26192854014,3,05-09-2019 00:00
26192911556,3,05/22/2019 12:00:00 AM
26192917542,3,05-07-2019 00:00
26193931446,3,05/20/2019 12:00:00 AM
26194246490,1,05-07-2019 00:00
26194259322,3,05-02-2019 00:00
26194764246,3,05-07-2019 00:00
26324348214,1,05/16/2019 12:00:00 AM
26384810146,2,05/22/2019 12:00:00 AM
26384815200,3,05/30/2019 12:00:00 AM
26386517762,2,05-02-2019 00:00
26386638512,1,05-08-2019 00:00
26387239608,1,05/13/2019 12:00:00 AM
26388091678,3,05/24/2019 12:00:00 AM
26388603218,3,05-07-2019 00:00
26389223722,3,05/20/2019 12:00:00 AM
26389600324,2,05/14/2019 12:00:00 AM
26390604674,3,05-06-2019 00:00
26390605994,3,05/15/2019 12:00:00 AM
26390805858,1,05/14/2019 12:00:00 AM
26391211972,1,05-10-2019 00:00
26391524140,2,05/15/2019 12:00:00 AM
26395903092,3,05/21/2019 12:00:00 AM
26396611164,3,05-02-2019 00:00
26724006860,1,05/13/2019 12:00:00 AM
26726516624,1,05/22/2019 12:00:00 AM
26732975950,2,05-08-2019 00:00
26738043588,3,05-09-2019 00:00
26738048718,1,05-07-2019 00:00
26738058198,3,05-03-2019 00:00
27205382336,3,05/24/2019 12:00:00 AM
27205416982,3,05-09-2019 00:00
27207773364,1,05/29/2019 12:00:00 AM
27209923034,3,05/17/2019 12:00:00 AM
27209928474,2,05-09-2019 00:00
27210406900,1,05-07-2019 00:00
27210413428,1,05-07-2019 00:00
27210415102,3,05-07-2019 00:00
27211780714,3,05/28/2019 12:00:00 AM
27211801392,2,05-02-2019 00:00
27214940042,3,05-03-2019 00:00
27214980656,3,05-07-2019 00:00
27215030292,3,05-07-2019 00:00
27215030460,3,05/22/2019 12:00:00 AM
27215031954,1,05/22/2019 12:00:00 AM
27215035378,3,05/13/2019 12:00:00 AM
27217605910,3,05/16/2019 12:00:00 AM
28044343250,3,05-02-2019 00:00
28044349980,3,05-08-2019 00:00
28044351590,3,05-04-2019 00:00
28044353402,3,05-10-2019 00:00
28044785938,1,05-06-2019 00:00
28045402546,1,05/13/2019 12:00:00 AM
28045404458,2,05/14/2019 12:00:00 AM
28045407376,2,05/13/2019 12:00:00 AM
28046000152,2,05/14/2019 12:00:00 AM
28046440314,1,05/15/2019 12:00:00 AM
28047380374,3,05-08-2019 00:00
28047533482,3,05/27/2019 12:00:00 AM
28048038096,3,05-08-2019 00:00
28048805978,2,05/23/2019 12:00:00 AM
28049181170,3,05-07-2019 00:00
28049387828,3,05-09-2019 00:00
28050302030,2,05-09-2019 00:00
28050318920,3,05/16/2019 12:00:00 AM
28050381198,3,05-08-2019 00:00
28051898886,1,05/20/2019 12:00:00 AM
28052748480,1,05-09-2019 00:00
28052748982,3,05-07-2019 00:00
28052758980,3,05/14/2019 12:00:00 AM
28052802638,2,05-10-2019 00:00
28052806980,3,05/21/2019 12:00:00 AM
28052825844,3,05-09-2019 00:00
28052839418,3,05-06-2019 00:00
28053155396,2,05-03-2019 00:00
28053739558,2,05-10-2019 00:00
28054289860,1,05/27/2019 12:00:00 AM
28054901050,3,05/22/2019 12:00:00 AM
28056677076,2,05-08-2019 00:00
28056677418,3,05/23/2019 12:00:00 AM
28056832248,3,05/15/2019 12:00:00 AM
28057405528,1,05-09-2019 00:00
28057812050,3,05/19/2019 12:00:00 AM
28058343652,3,05-07-2019 00:00
28058344948,3,05-09-2019 00:00
28058345272,3,05/17/2019 12:00:00 AM
28104032958,3,05/22/2019 12:00:00 AM
28104434498,3,05-10-2019 00:00
28104951646,2,05/20/2019 12:00:00 AM
28106266116,3,05-06-2019 00:00
28107611022,1,05-09-2019 00:00
28108520476,3,05-02-2019 00:00
28110418390,2,05-09-2019 00:00
28112413242,3,05-09-2019 00:00
28116481998,2,05/13/2019 12:00:00 AM
28117657550,3,05-02-2019 00:00
28284656778,2,05-07-2019 00:00
28286665068,3,05-02-2019 00:00
28286668704,3,05/22/2019 12:00:00 AM
28286673226,1,05-06-2019 00:00
28288243236,3,05/17/2019 12:00:00 AM
28289214214,3,05/26/2019 12:00:00 AM
28289623282,3,05/28/2019 12:00:00 AM
28291745598,3,05-02-2019 00:00
28293032820,3,05-02-2019 00:00
28293817864,3,05-09-2019 00:00
28294893086,3,05/16/2019 12:00:00 AM
28298813240,3,05-10-2019 00:00
28344085134,1,05-07-2019 00:00
28344943562,2,05-07-2019 00:00
28345148628,1,05/26/2019 12:00:00 AM
28345158978,1,05-07-2019 00:00
28345199618,3,05-07-2019 00:00
28345204726,1,05-09-2019 00:00
28345867924,3,05/20/2019 12:00:00 AM
28347121970,2,05/13/2019 12:00:00 AM
28347240732,3,05/22/2019 12:00:00 AM
28348516450,3,05-11-2019 00:00
28350620116,3,05-09-2019 00:00
28354361014,3,05-08-2019 00:00
28354742546,3,05/13/2019 12:00:00 AM
28464304854,2,05-08-2019 00:00
28470390204,2,05/20/2019 12:00:00 AM
28470393886,2,05-07-2019 00:00
28470522082,1,05/13/2019 12:00:00 AM
28471846524,2,05-06-2019 00:00
28689406060,1,05-02-2019 00:00
28693215948,2,05/13/2019 12:00:00 AM
28693280212,3,05/20/2019 12:00:00 AM
28693291274,3,05-06-2019 00:00
28693304614,3,05-06-2019 00:00
28699130408,3,05/17/2019 12:00:00 AM
28699201098,2,05/14/2019 12:00:00 AM
30184437282,3,05-07-2019 00:00
30186057870,2,05-07-2019 00:00
30186101234,3,05/21/2019 12:00:00 AM
30187329224,1,05-07-2019 00:00
30187342904,2,05-07-2019 00:00
30188483150,1,05/21/2019 12:00:00 AM
30189615618,3,05/17/2019 12:00:00 AM
30195181470,2,05-07-2019 00:00
30196590110,2,05/24/2019 12:00:00 AM
30196601734,3,05-09-2019 00:00
30196607332,3,05-07-2019 00:00
30196646642,3,05/17/2019 12:00:00 AM
30198584260,1,05-07-2019 00:00
30198609886,3,05-09-2019 00:00
30198906112,3,05-06-2019 00:00
30198913336,2,05/14/2019 12:00:00 AM
30198942508,3,05/21/2019 12:00:00 AM
30198946552,2,05/15/2019 12:00:00 AM
30198956560,3,05/22/2019 12:00:00 AM
30198966352,1,05/20/2019 12:00:00 AM
30198983694,3,05-08-2019 00:00
30198984224,3,05/19/2019 12:00:00 AM
30199397696,3,05/20/2019 12:00:00 AM
30199700236,3,05-07-2019 00:00
30199716052,1,05/23/2019 12:00:00 AM
30199719114,3,05/18/2019 12:00:00 AM
30304212502,3,05/16/2019 12:00:00 AM
30304212888,3,05-08-2019 00:00
30305816474,2,05-10-2019 00:00
30305861448,3,05/20/2019 12:00:00 AM
30306017428,2,05/20/2019 12:00:00 AM
30308170734,2,05/22/2019 12:00:00 AM
30308872276,1,05-08-2019 00:00
30309206564,3,05/21/2019 12:00:00 AM
30311430644,2,05/20/2019 12:00:00 AM
30313793414,3,05-07-2019 00:00
30316514394,3,05-02-2019 00:00
30319518436,3,05-07-2019 00:00
30319580190,1,05-07-2019 00:00
30612807282,3,05/21/2019 12:00:00 AM
30806405204,3,05/13/2019 12:00:00 AM
30806413966,2,05/24/2019 12:00:00 AM
30806414112,3,05/14/2019 12:00:00 AM
30807840280,3,05/29/2019 12:00:00 AM
30807841524,3,05/27/2019 12:00:00 AM
30807846606,3,05-02-2019 00:00
30809873026,3,05-08-2019 00:00
30810589268,2,05-10-2019 00:00
30811988496,2,05/21/2019 12:00:00 AM
30816171098,2,05-02-2019 00:00
30824530534,3,05/24/2019 12:00:00 AM
30825132552,3,05-09-2019 00:00
30825202174,3,05/17/2019 12:00:00 AM
30825202882,2,05-06-2019 00:00
30825204838,3,05-02-2019 00:00
30825217922,1,05-07-2019 00:00
30825628634,3,05/20/2019 12:00:00 AM
30825814322,3,05/15/2019 12:00:00 AM
30826134142,2,05/21/2019 12:00:00 AM
30827542462,1,05-07-2019 00:00
30828089458,3,05-02-2019 00:00
30828305540,3,05/23/2019 12:00:00 AM
30828403896,3,05/27/2019 12:00:00 AM
30828409262,3,05/15/2019 12:00:00 AM
30828502022,3,05/30/2019 12:00:00 AM
30828607436,3,05-02-2019 00:00
30830390888,3,05-07-2019 00:00
30830395130,2,05/16/2019 12:00:00 AM
30831232826,3,05-07-2019 00:00
30831426982,2,05/20/2019 12:00:00 AM
30832036934,3,05-08-2019 00:00
30832209510,3,05/22/2019 12:00:00 AM
30833186476,3,05/20/2019 12:00:00 AM
30833196536,3,05-10-2019 00:00
30833199384,3,05-06-2019 00:00
30833204246,3,05/14/2019 12:00:00 AM
30833210688,3,05/22/2019 12:00:00 AM
30833216554,3,05-08-2019 00:00
30833420686,1,05-08-2019 00:00
30834409520,3,05-08-2019 00:00
30834672028,2,05/13/2019 12:00:00 AM
30834678142,2,05/30/2019 12:00:00 AM
30835231804,3,05/14/2019 12:00:00 AM
30835239528,3,05-02-2019 00:00
30835432082,2,05-07-2019 00:00
30835432692,3,05-02-2019 00:00
30836306710,3,05/15/2019 12:00:00 AM
30836425074,1,05/27/2019 12:00:00 AM
30836433870,3,05/13/2019 12:00:00 AM
30837616326,3,05-06-2019 00:00
30837815530,3,05-12-2019 00:00
30837842334,3,05/17/2019 12:00:00 AM
30837853210,1,05-07-2019 00:00
30837854430,2,05-02-2019 00:00
30838200236,2,05/17/2019 12:00:00 AM
30838203334,3,05-03-2019 00:00
30838205626,3,05/16/2019 12:00:00 AM
30838208016,3,05/16/2019 12:00:00 AM
30838325890,2,05/14/2019 12:00:00 AM
30839030650,3,05/22/2019 12:00:00 AM
30839037198,2,05/16/2019 12:00:00 AM
30839463410,3,05/22/2019 12:00:00 AM
30839466370,3,05-02-2019 00:00
30839466624,3,05/15/2019 12:00:00 AM
31264210740,3,05-07-2019 00:00
31264256270,2,05-10-2019 00:00
31264278060,1,05-09-2019 00:00
31264620426,3,05-02-2019 00:00
31265219492,2,05/17/2019 12:00:00 AM
31266418546,3,05-08-2019 00:00
31267407080,3,05/13/2019 12:00:00 AM
31267410670,2,05/13/2019 12:00:00 AM
31267419708,3,05-03-2019 00:00
31270104228,3,05-05-2019 00:00
31270854128,3,05-05-2019 00:00
31271803176,3,05/13/2019 12:00:00 AM
31271986976,3,05/14/2019 12:00:00 AM
31272165900,2,05/14/2019 12:00:00 AM
31272169776,3,05/20/2019 12:00:00 AM
31278404226,3,05/24/2019 12:00:00 AM
31278404898,1,05/22/2019 12:00:00 AM
31464631996,2,05/30/2019 12:00:00 AM
31466062668,3,05-08-2019 00:00
31466065066,3,05-09-2019 00:00
31466767468,3,05-10-2019 00:00
31467036766,2,05/29/2019 12:00:00 AM
31468128306,1,05-09-2019 00:00
31468128860,3,05/23/2019 12:00:00 AM
31469407326,1,05/13/2019 12:00:00 AM
31469411778,2,05/20/2019 12:00:00 AM
31469605102,3,05-01-2019 00:00
31471204924,3,05/20/2019 12:00:00 AM
31473641524,2,05/21/2019 12:00:00 AM
31475780014,3,05/14/2019 12:00:00 AM
31475787718,1,05/29/2019 12:00:00 AM
31475910054,2,05-02-2019 00:00
31476394136,3,05-08-2019 00:00
31476439796,1,05/22/2019 12:00:00 AM
31476449038,3,05-01-2019 00:00
31476450438,3,05-08-2019 00:00
31477282672,2,05-08-2019 00:00
31477623816,3,05-09-2019 00:00
31479937304,3,05/20/2019 12:00:00 AM
31604176240,1,05/15/2019 12:00:00 AM
31604408432,3,05/21/2019 12:00:00 AM
31604417964,2,05-09-2019 00:00
31606109080,2,05/17/2019 12:00:00 AM
31606400866,2,05-06-2019 00:00
31606703914,3,05/23/2019 12:00:00 AM
31607042598,1,05-08-2019 00:00
31607293588,3,05-09-2019 00:00
31607413158,3,05/13/2019 12:00:00 AM
31607990820,1,05-03-2019 00:00
31611832374,3,05-08-2019 00:00
31613122894,2,05/14/2019 12:00:00 AM
31613129548,3,05/14/2019 12:00:00 AM
31615367658,2,05-03-2019 00:00
32064186696,3,05-09-2019 00:00
32066271518,3,05/24/2019 12:00:00 AM
32066884488,3,05-03-2019 00:00
32067871766,3,05/22/2019 12:00:00 AM
32069992666,3,05-07-2019 00:00
32071089194,1,05-08-2019 00:00
32071644426,3,05-11-2019 00:00
32072339038,3,05-03-2019 00:00
32073253594,1,05-07-2019 00:00
32076962038,3,05/24/2019 12:00:00 AM
32165913652,3,05-03-2019 00:00
32166340100,1,05-10-2019 00:00
32166838450,3,05/21/2019 12:00:00 AM
32167914338,2,05-10-2019 00:00
32169754642,3,05/18/2019 12:00:00 AM
32170030432,3,05/21/2019 12:00:00 AM
32170944852,3,05-02-2019 00:00
32171177042,2,05-07-2019 00:00
32172090336,2,05-08-2019 00:00
32172139770,3,05-08-2019 00:00
32172353364,3,05-02-2019 00:00
32175025658,2,05-06-2019 00:00
32175028898,2,05/21/2019 12:00:00 AM
32175563774,2,05/16/2019 12:00:00 AM
32404077286,1,05/20/2019 12:00:00 AM
32404112134,3,05/22/2019 12:00:00 AM
32404113224,2,05-08-2019 00:00
32404114236,3,05-06-2019 00:00
32404302940,3,05-02-2019 00:00
32404379696,3,05/20/2019 12:00:00 AM
32404454666,1,05/22/2019 12:00:00 AM
32404651656,1,05-08-2019 00:00
32404707258,1,05-02-2019 00:00
32404908140,3,05-02-2019 00:00
32404909172,1,05-08-2019 00:00
32404909740,2,05/14/2019 12:00:00 AM
32404914022,3,05/29/2019 12:00:00 AM
32404983060,3,05-07-2019 00:00
32404984042,3,05/21/2019 12:00:00 AM
32404986606,2,05-02-2019 00:00
32405056794,2,05/21/2019 12:00:00 AM
32405058496,3,05-08-2019 00:00
32405682406,2,05/21/2019 12:00:00 AM
32406119210,2,05-07-2019 00:00
32406607218,2,05-07-2019 00:00
32406638542,3,05-03-2019 00:00
32407263056,3,05-02-2019 00:00
32407263660,3,05-03-2019 00:00
32407268620,3,05-03-2019 00:00
32407272034,3,05-08-2019 00:00
32407319682,3,05-09-2019 00:00
32407322496,1,05/26/2019 12:00:00 AM
32407323810,3,05-09-2019 00:00
32408098630,2,05-07-2019 00:00
32408099316,3,05/20/2019 12:00:00 AM
32408465822,1,05-07-2019 00:00
32408469884,3,05/25/2019 12:00:00 AM
32409800270,3,05/14/2019 12:00:00 AM
32409801660,3,05-07-2019 00:00
32410300450,3,05/14/2019 12:00:00 AM
32410303926,3,05/22/2019 12:00:00 AM
32410305716,3,05/22/2019 12:00:00 AM
32410317092,1,05/24/2019 12:00:00 AM
32412116776,2,05-10-2019 00:00
32413285842,3,05-09-2019 00:00
32413295466,3,05-02-2019 00:00
32415158400,3,05/13/2019 12:00:00 AM
32415344878,1,05-02-2019 00:00
32419375948,3,05/27/2019 12:00:00 AM
32824053722,3,05-06-2019 00:00
32824172600,2,05-06-2019 00:00
32824376536,2,05/13/2019 12:00:00 AM
32826600076,3,05/24/2019 12:00:00 AM
32826606788,3,05-03-2019 00:00
32827473274,3,05/22/2019 12:00:00 AM
32828604444,3,05-02-2019 00:00
32828619044,3,05-03-2019 00:00
32829704884,3,05-06-2019 00:00
32830246232,3,05-02-2019 00:00
32835606836,3,05/23/2019 12:00:00 AM
